trip_id,arrival_time,departure_time,stop_id,stop_name,stop_lat,stop_lon,route_id,route_short_name,route_long_name,date
20241205-19-19431,13:53:00,13:53:00,01654,Yonge St. @ Ellerslie Ave.,43.7724152,-79.4139328,08241224-19,19,Mississauga / North York,20241205
20241224-33-33261,09:36:00,09:36:00,02712,Bovaird Dr. W. @ McLaughlin Rd. N.,43.6957585266119,-79.7981796900374,12240125-33,33,Guelph / North York,20241224
20241219-32-32711,19:02:00,19:02:00,01645,Yonge St. @ Cummer Ave.,43.7875671,-79.4172745,12240125-32,32,Brampton Trinity Common / North York,20241219
20241223-LW-1023,15:17:00,15:17:00,UN,Union Station,43.645195,-79.3806,12240125-LW,LW,Lakeshore West,20241223
20250102-19-19670,19:08:00,19:08:00,01653,Yonge St. @ Elmwood Ave.,43.7664719,-79.4120407,12240125-19,19,Mississauga / North York,20250102
20241218-96-96281,10:12:00,10:12:00,01644,Yonge St. @ Churchill Ave.,43.7741737,-79.4143219,12240125-96,96,Oshawa / Finch Express,20241218
20241209-22-22191,08:22:00,08:22:00,02647,Trafalgar Rd. @ Dundas St. E.,43.4877993708847,-79.7192931589981,12240125-22,22,Milton / Oakville,20241209
20241204-21-21863,24:38:00,24:38:00,02844,Thomas St. @ Erin Mills Pkwy.,43.5708464147711,-79.7214376670635,08241224-21,21,Milton,20241204
20241220-LE-9340,25:40:00,25:40:00,AJ,Ajax GO,43.847766,-79.041372,12240125-LE,LE,Lakeshore East,20241220
20241214-21-21750,21:20:00,21:20:00,00189,Erindale GO Bus,43.567861,-79.667632,12240125-21,21,Milton,20241214
20241210-41-41323,12:05:00,12:05:00,00144,University of Toronto Scarborough,43.7843628,-79.1851273,12240125-41,41,Hamilton / Pickering,20241210
20241219-41-41431,14:47:00,14:47:00,02757,Consumers Rd. @ William Sylvester Dr.,43.770562,-79.330273,12240125-41,41,Hamilton / Pickering,20241219
20241213-70-70261,10:38:00,10:38:00,08045,Old Elm GO Bus,43.9899019821539,-79.2374567924724,12240125-70,70,Uxbridge / Mount Joy,20241213
20241222-12-12721,19:57:00,19:57:00,00177,Burlington GO,43.3404415392208,-79.8094994945172,12240125-12,12,Niagara Falls / Toronto,20241222
20241205-41-41431,17:22:00,17:22:00,01007,Main St. W. @ Caroline St. S.,43.2570419,-79.8766251,08241224-41,41,Hamilton / Pickering,20241205
20241204-27-27501,15:27:00,15:27:00,01644,Yonge St. @ Churchill Ave.,43.7741737,-79.4143219,08241224-27,27,Milton / North York,20241204
20241230-37-37671,19:11:00,19:11:00,01292,Hurontario St. @ Travelled Rd.,43.8571777,-79.9916916,12240125-37,37,Orangeville / Brampton,20241230
20241231-32-32531,16:55:00,16:55:00,02018,Yonge St. @ Elgin St.,43.810688,-79.4231033,12240125-32,32,Brampton Trinity Common / North York,20241231
20241216-32-32461,16:19:00,16:19:00,01655,Yonge St. @ Norton Ave.,43.7721901,-79.4134216,12240125-32,32,Brampton Trinity Common / North York,20241216
20241128-47-47921,26:40:00,26:40:00,00310,McMaster University,43.2617264,-79.9225693,08241224-47,47,Hamilton / Hwy 407 Terminal,20241128
20241218-48-48570,14:40:00,14:40:00,02845,Gordon St. @ Clair Rd. W.,43.5020608534142,-80.1915893520694,12240125-48,48,Guelph / Hwy 407 Terminal,20241218
20241126-96-96191,09:00:00,09:00:00,00031,Whitby GO Bus,43.8653526,-78.9379272,08241224-96,96,Oshawa / Finch Express,20241126
20241216-71-71710,18:19:00,18:19:00,02574,Markham Rd. @ Castlemore Ave.,43.9044647,-79.2672577,12240125-71,71,Stouffville,20241216
20241218-19-19091,07:04:00,07:04:00,02658,Dixie Transitway Station,43.6300478663032,-79.6146878930147,12240125-19,19,Mississauga / North York,20241218
20241205-GT-3035,21:04:00,21:04:00,UN,Union Station,43.645195,-79.3806,08241224-GT,KI,Kitchener,20241205
20241201-15-15900,22:05:00,22:05:00,02612,Wayne Gretzky Pkwy. @ Chatham St.,43.144886,-80.2353592,08241224-15,15,Brantford / Aldershot,20241201
20250102-19-19210,09:16:00,09:16:00,01650,Yonge St. @ Northtown Way,43.7753067,-79.4142609,12240125-19,19,Mississauga / North York,20250102
20250102-54-54851,23:55:00,23:55:00,00121,Mount Joy GO Bus,43.900455,-79.263649,12240125-54,54,Markham / Hwy 407 Terminal,20250102
20241219-56-56310,11:25:00,11:25:00,02684,Simcoe St. @ Britannia Ave.,43.9558385161942,-78.8994952290358,12240125-56,56,Oshawa / Oakville,20241219
20241128-56-56431,14:48:00,14:48:00,08041,Bramalea GO Bus,43.702269,-79.69011,08241224-56,56,Oshawa / Oakville,20241128
20241210-21-21181,09:10:00,09:10:00,01455,Erin Mills Pkwy. @ Vista Blvd.,43.5736008,-79.7274475,12240125-21,21,Milton,20241210
20241223-32-32100,07:02:00,07:02:00,00299,Yonge St. @ Elmhurst Ave.,43.7634468,-79.4115524,12240125-32,32,Brampton Trinity Common / North York,20241223
20241206-88-88430,10:36:00,10:36:00,00540,King St. W. @ Roenigk Dr.,43.9127769,-78.6950073,08241224-88,88,Peterborough / Oshawa,20241206
20250101-92-92521,17:09:00,17:09:00,00327,Dundas St. @ Garden St.,43.8822479,-78.9310532,12240125-92,92,Oshawa / Yorkdale,20250101
20241210-LE-9019,12:23:00,12:23:00,AJ,Ajax GO,43.847766,-79.041372,12240125-LE,LE,Lakeshore East,20241210
20241219-33-33240,08:10:00,08:10:00,00853,Main St. N. @ Moore Park Cres.,43.6549454,-79.9335709,12240125-33,33,Guelph / North York,20241219
20241204-41-41261,10:02:00,10:02:00,00358,Centennial College,43.7854233,-79.2290802,08241224-41,41,Hamilton / Pickering,20241204
20241209-27-27660,18:08:00,18:08:00,01243,Erin Mills Pkwy. @ Millcreek Dr.,43.5906754,-79.7408752,12240125-27,27,Milton / North York,20241209
20241127-94-94020,04:45:00,04:45:00,02816,Scarborough Centre Bus Terminal,43.77486,-79.26088,08241224-94,94,Pickering / Square One,20241127
20241231-33-33571,17:49:00,17:49:00,00889,Queen St. @ Churchill Rd. N.,43.6374321,-80.0283279,12240125-33,33,Guelph / North York,20241231
20241222-92-92720,19:25:00,19:25:00,02749,Simcoe St. S. @ Athol St. E.,43.896376,-78.862941,12240125-92,92,Oshawa / Yorkdale,20241222
20241225-27-27341,12:15:00,12:15:00,02586,Financial Dr. @ Syntex Crt.,43.611037345833,-79.7488204602084,12240125-27,27,Milton / North York,20241225
20241209-19-19040,05:22:00,05:22:00,02659,Dixie Transitway Station,43.6300128947218,-79.6146254772841,12240125-19,19,Mississauga / North York,20241209
20241208-21-21404,13:57:00,13:57:00,01243,Erin Mills Pkwy. @ Millcreek Dr.,43.5906754,-79.7408752,12240125-21,21,Milton,20241208
20250103-88-88950,25:28:00,25:28:00,00510,Durham Hwy. 2 @ Bennett Rd.,43.9123993,-78.6490173,12240125-88,88,Peterborough / Oshawa,20250103
20241226-19-19670,19:05:00,19:05:00,01648,Yonge St. @ Glendora Ave.,43.7586899,-79.4100418,12240125-19,19,Mississauga / North York,20241226
20241220-67-67601,17:15:00,17:15:00,00013,Finch Bus Terminal,43.7821732,-79.4150925,12240125-67,67,Keswick / North York,20241220
20241217-92-92271,10:45:00,10:45:00,00728,Kingston Rd. @ Salem Rd.,43.8634377,-79.0152206,12240125-92,92,Oshawa / Yorkdale,20241217
20250102-19-19621,17:52:00,17:52:00,02660,Renforth Transitway Station,43.6630754344014,-79.591281189024,12240125-19,19,Mississauga / North York,20250102
20241212-56-56541,18:09:00,18:09:00,02144,YMCA Blvd. @ Kennedy Rd.,43.8535728,-79.3085709,12240125-56,56,Oshawa / Oakville,20241212
20241208-21-21855,24:30:00,24:30:00,01482,Winston Churchill Blvd. @ Derry Rd. W.,43.5865669,-79.7686844,12240125-21,21,Milton,20241208
20241212-21-21051,06:39:00,06:39:00,01436,Streetsville GO Station Parking Lot,43.5774536,-79.7130508,12240125-21,21,Milton,20241212
20241225-36-36520,16:13:00,16:13:00,02680,Bramalea Rd. @ Balmoral Dr.,43.7154679735916,-79.7054676815027,12240125-36,36,Brampton / North York Express,20241225
20241226-25-25393,14:10:00,14:10:00,02800,University of Waterloo Terminal,43.474444,-80.540546,12240125-25,25,Waterloo / Mississauga,20241226
20241206-41-41460,17:22:00,17:22:00,00634,Kingston Rd. @ Whites Rd.,43.8194008,-79.1146774,08241224-41,41,Hamilton / Pickering,20241206
20241220-36-36570,17:05:00,17:05:00,00022,Keele St. @ Hwy. 401,43.7216759,-79.4808273,12240125-36,36,Brampton / North York Express,20241220
20241204-33-33791,22:07:00,22:07:00,02801,Maple Ave. @ Mountainview Rd. N.,43.655002,-79.911197,08241224-33,33,Guelph / North York,20241204
20241228-88-88560,15:30:00,15:30:00,02502,Peterborough Bus Terminal,44.3045998,-78.3224182,12240125-88,88,Peterborough / Oshawa,20241228
20241210-21-21381,12:30:00,12:30:00,02300,Union Station Bus Terminal,43.644042,-79.376939,12240125-21,21,Milton,20241210
20241227-19-19561,16:21:00,16:21:00,00299,Yonge St. @ Elmhurst Ave.,43.7634468,-79.4115524,12240125-19,19,Mississauga / North York,20241227
20241216-18-18900,23:13:00,23:13:00,01001,King St. W. @ Caroline St. N.,43.258461,-79.8752441,12240125-18,18,Lakeshore West,20241216
20250103-31-31231,08:57:00,08:57:00,01374,Steeles Ave. E. @ Kennedy Rd. S.,43.6751747,-79.7234573,12240125-31,31,Guelph / Toronto,20250103
20241202-27-27101,07:21:00,07:21:00,01246,Mississauga Rd. @ Argentia Rd.,43.6003456,-79.7399902,08241224-27,27,Milton / North York,20241202
20241230-56-56000,06:13:00,06:13:00,02163,Trafalgar Rd. @ Hwy. 407 Park & Ride,43.506545,-79.745813,12240125-56,56,Oshawa / Oakville,20241230
20241218-LE-9025,15:10:00,15:10:00,OS,Durham College Oshawa GO,43.871004,-78.884807,12240125-LE,LE,Lakeshore East,20241218
20241202-19-19530,16:54:00,16:54:00,01655,Yonge St. @ Norton Ave.,43.7721901,-79.4134216,08241224-19,19,Mississauga / North York,20241202
20241228-33-33371,12:22:00,12:22:00,01311,Wellington St. W. @ George St. S.,43.6841316,-79.7590332,12240125-33,33,Guelph / North York,20241228
20241227-BR-6919,14:41:00,14:41:00,KC,King City GO,43.920037,-79.526886,12240125-BR,BR,Barrie,20241227
20241225-31-31941,26:01:00,26:01:00,02300,Union Station Bus Terminal,43.644042,-79.376939,12240125-31,31,Guelph / Toronto,20241225
20241212-21-21311,11:45:00,11:45:00,01363,Rathburn Rd. W. @ Elora Dr.,43.5863609,-79.6529465,12240125-21,21,Milton,20241212
20241213-LW-1739,23:55:00,23:55:00,EX,Exhibition GO,43.635549,-79.418927,12240125-LW,LW,Lakeshore West,20241213
20241229-LW-1718,13:07:00,13:07:00,CL,Clarkson GO,43.513127,-79.633206,12240125-LW,LW,Lakeshore West,20241229
20241201-21-21211,11:16:00,11:16:00,01446,Erin Mills Pkwy. @ McFarren Blvd.,43.5677757,-79.7184906,08241224-21,21,Milton,20241201
20241223-32-32152,07:38:00,07:38:00,00006,Yonge St. @ Hwy. 407,43.8319817,-79.4283829,12240125-32,32,Brampton Trinity Common / North York,20241223
20241209-27-27320,11:02:00,11:02:00,01440,Mississauga Rd. @ Royal Bank Dr.,43.6087875,-79.7501144,12240125-27,27,Milton / North York,20241209
20241202-25-25811,22:59:00,22:59:00,02184,Sportsworld Dr. @ Hwy. 8 Park & Ride,43.4099274,-80.3925095,08241224-25,25,Waterloo / Mississauga,20241202
20241207-31-31890,23:10:00,23:10:00,00214,Bovaird Dr. W. @ Mississauga Rd.,43.665844,-79.830719,12240125-31,31,Guelph / Toronto,20241207
20241201-18-18060,05:33:00,05:33:00,00820,Fairview St. @ Maple Ave.,43.3287392,-79.8214798,08241224-18,18,Lakeshore West,20241201
20241225-21-21404,13:29:00,13:29:00,02736,Derry Rd. @ Sauve St.,43.523968,-79.842312,12240125-21,21,Milton,20241225
20241211-ST-7707,06:54:00,06:54:00,MK,Milliken GO,43.823227,-79.301785,12240125-ST,ST,Stouffville,20241211
20241129-40-40160,08:40:00,08:40:00,PA,Pearson Airport Terminal 1,43.6821671,-79.6132584,08241224-40,40,Hamilton / Richmond Hill,20241129
20250101-92-92050,05:36:00,05:36:00,00326,Dundas St. @ Garden St.,43.8823242,-78.9318085,12240125-92,92,Oshawa / Yorkdale,20250101
20241205-30-30261,09:35:00,09:35:00,02586,Financial Dr. @ Syntex Crt.,43.611037345833,-79.7488204602084,08241224-30,30,Kitchener / Bramalea,20241205
20241220-32-32261,11:49:00,11:49:00,01650,Yonge St. @ Northtown Way,43.7753067,-79.4142609,12240125-32,32,Brampton Trinity Common / North York,20241220
20241212-29-29511,16:57:00,16:57:00,02677,Gordon St. @ Clair Rd. E.,43.5002316951943,-80.1886650066085,12240125-29,29,Guelph / Mississauga,20241212
20241211-LW-1308,08:34:00,08:34:00,UN,Union Station,43.645195,-79.3806,12240125-LW,LW,Lakeshore West,20241211
20250103-41-41701,22:12:00,22:12:00,01012,Main St. W. @ Ray St. S.,43.257885,-79.8809128,12240125-41,41,Hamilton / Pickering,20250103
20241204-ST-7626,17:52:00,17:52:00,UI,Unionville GO,43.851689,-79.314332,08241224-ST,ST,Stouffville,20241204
20241229-33-33440,14:13:00,14:13:00,01701,Elizabeth St. @ Beaumont Cr.,43.5557289,-80.2199249,12240125-33,33,Guelph / North York,20241229
20241126-33-33822,21:56:00,21:56:00,02745,Main St. N. @ Williams Pkwy.,43.6983315029567,-79.7768451099263,08241224-33,33,Guelph / North York,20241126
20241215-19-19311,11:10:00,11:10:00,00019,Yorkdale Bus Terminal,43.7249374,-79.4488754,12240125-19,19,Mississauga / North York,20241215
20241219-32-32320,13:29:00,13:29:00,02023,Yonge St. @ Glen Cameron Rd.,43.8057404,-79.4222031,12240125-32,32,Brampton Trinity Common / North York,20241219
20241222-29-29411,14:45:00,14:45:00,02519,Guelph Central GO Bus,43.544932,-80.246388,12240125-29,29,Guelph / Mississauga,20241222
20241212-19-19531,15:42:00,15:42:00,01644,Yonge St. @ Churchill Ave.,43.7741737,-79.4143219,12240125-19,19,Mississauga / North York,20241212
20241220-56-56500,18:21:00,18:21:00,01441,Trafalgar Rd. @ Burnhamthorpe Rd.,43.5017662,-79.7387924,12240125-56,56,Oshawa / Oakville,20241220
20241226-31-31931,26:24:00,26:24:00,01454,Main St. N. @ Williams Pkwy.,43.6986389,-79.7768326,12240125-31,31,Guelph / Toronto,20241226
20241203-29-29600,15:56:00,15:56:00,02151,Regional Rd. 25 @ Hwy. 401 Park & Ride,43.5274849,-79.9038162,08241224-29,29,Guelph / Mississauga,20241203
20241228-30-30605,19:05:00,19:05:00,02800,University of Waterloo Terminal,43.474444,-80.540546,12240125-30,30,Kitchener / Bramalea,20241228
20241207-71-71461,15:17:00,15:17:00,00127,Bullock Dr. @ Austin Dr.,43.8673248,-79.292511,12240125-71,71,Stouffville,20241207
20241224-27-27100,06:06:00,06:06:00,01483,Winston Churchill Blvd. @ Vanderbilt Rd.,43.5848999,-79.7667999,12240125-27,27,Milton / North York,20241224
20241207-94-94410,13:40:00,13:40:00,02816,Scarborough Centre Bus Terminal,43.77486,-79.26088,12240125-94,94,Pickering / Square One,20241207
20241127-41-41391,13:11:00,13:11:00,02651,Military Trail. @ Pan Am Dr.,43.7877954094493,-79.1904190458541,08241224-41,41,Hamilton / Pickering,20241127
20241222-90-90160,08:50:00,08:50:00,00159,Durham College Oshawa GO,43.870909,-78.88585,12240125-90,90,Lakeshore East,20241222
20241221-21-21541,18:40:00,18:40:00,00133,Square One,43.5946693,-79.6474915,12240125-21,21,Milton,20241221
20241218-70-70651,17:47:00,17:47:00,01731,Toronto St. S. @ Mill St.,44.1039429,-79.1250305,12240125-70,70,Uxbridge / Mount Joy,20241218
20241230-27-27101,07:36:00,07:36:00,01196,Derry Rd. W. @ Danton Promenade,43.5863571,-79.7735062,12240125-27,27,Milton / North York,20241230
20241202-41-41603,18:11:00,18:11:00,02757,Consumers Rd. @ William Sylvester Dr.,43.770562,-79.330273,08241224-41,41,Hamilton / Pickering,20241202
20241203-32-32150,07:35:00,07:35:00,02088,Yonge St. @ Thornhill Ave.,43.8253212,-79.4267273,08241224-32,32,Brampton Trinity Common / North York,20241203
20241126-41-41062,07:10:00,07:10:00,08041,Bramalea GO Bus,43.702269,-79.69011,08241224-41,41,Hamilton / Pickering,20241126
20241220-56-56431,15:24:00,15:24:00,02021,Yonge St. @ Garden Ave.,43.8384552,-79.4297791,12240125-56,56,Oshawa / Oakville,20241220
20241222-92-92431,14:42:00,14:42:00,00634,Kingston Rd. @ Whites Rd.,43.8194008,-79.1146774,12240125-92,92,Oshawa / Yorkdale,20241222
20241220-40-40951,27:25:00,27:25:00,00139,Dundas St. @ Hwy. 407 Park & Ride,43.3892708,-79.8287811,12240125-40,40,Hamilton / Richmond Hill,20241220
20241217-71-71171,09:00:00,09:00:00,00973,Tenth Line @ Forsyth Farm Dr.,43.9838295,-79.2332001,12240125-71,71,Stouffville,20241217
20241212-32-32290,12:12:00,12:12:00,00300,Yonge St. @ North York Blvd.,43.7668343,-79.412468,12240125-32,32,Brampton Trinity Common / North York,20241212
20241224-37-37610,15:35:00,15:35:00,01170,Broadway @ 4th St.,43.9208946,-80.0893478,12240125-37,37,Orangeville / Brampton,20241224
20241217-LW-1021,14:17:00,14:17:00,UN,Union Station,43.645195,-79.3806,12240125-LW,LW,Lakeshore West,20241217
20241221-LE-9234,22:37:00,22:37:00,OS,Durham College Oshawa GO,43.871004,-78.884807,12240125-LE,LE,Lakeshore East,20241221
20241128-40-40291,11:53:00,11:53:00,01010,Main St. W. @ Paisley Ave. S.,43.2584991,-79.9061661,08241224-40,40,Hamilton / Richmond Hill,20241128
20241214-15-15170,06:58:00,06:58:00,02620,McMaster Innovation Park,43.2564278,-79.9013138,12240125-15,15,Brantford / Aldershot,20241214
20241211-19-19610,17:15:00,17:15:00,00132,Square One,43.5945549,-79.6475983,12240125-19,19,Mississauga / North York,20241211
20241127-61-61381,13:29:00,13:29:00,02003,Yonge St. @ Clarissa Dr.,43.8620453,-79.4350204,08241224-61,61,Richmond Hill,20241127
20241228-25-25180,09:40:00,09:40:00,00132,Square One,43.5945549,-79.6475983,12240125-25,25,Waterloo / Mississauga,20241228
20241230-47-47810,20:37:00,20:37:00,01004,King St. W. @ Pearl St. N.,43.2602654,-79.8814011,12240125-47,47,Hamilton / Hwy 407 Terminal,20241230
20241130-40-40330,12:07:00,12:07:00,02659,Dixie Transitway Station,43.6300128947218,-79.6146254772841,08241224-40,40,Hamilton / Richmond Hill,20241130
20241206-32-32301,13:36:00,13:36:00,01987,Yonge St. @ Bay Thorn Dr.,43.8248672,-79.4262924,08241224-32,32,Brampton Trinity Common / North York,20241206
20241208-21-21710,19:45:00,19:45:00,00191,Aquitaine Ave. @ Meadowvale Town Centre Circle,43.5847511,-79.7606812,12240125-21,21,Milton,20241208
20241209-40-40300,11:35:00,11:35:00,00132,Square One,43.5945549,-79.6475983,12240125-40,40,Hamilton / Richmond Hill,20241209
20250101-LE-9122,16:15:00,16:15:00,WH,Whitby GO,43.86484,-78.93818,12240125-LE,LE,Lakeshore East,20250101
20250103-41-41430,16:08:00,16:08:00,02816,Scarborough Centre Bus Terminal,43.77486,-79.26088,12240125-41,41,Hamilton / Pickering,20250103
20241127-LW-1977,18:31:00,18:31:00,WR,West Harbour GO,43.266775,-79.866222,08241224-LW,LW,Lakeshore West,20241127
20241229-33-33360,12:00:00,12:00:00,00201,University of Guelph,43.5293732,-80.2252502,12240125-33,33,Guelph / North York,20241229
20241225-31-31161,09:49:00,09:49:00,02720,Elizabeth St. @ Victoria Rd.,43.5552971023133,-80.2303018528565,12240125-31,31,Guelph / Toronto,20241225
20241219-36-36121,06:55:00,06:55:00,00011,York Mills Bus Terminal,43.745079,-79.4064636,12240125-36,36,Brampton / North York Express,20241219
20241209-56-56221,08:55:00,08:55:00,02783,Trafalgar Rd. @ Upper Middle Rd. E.,43.475362,-79.702112,12240125-56,56,Oshawa / Oakville,20241209
20241206-21-21111,07:30:00,07:30:00,01363,Rathburn Rd. W. @ Elora Dr.,43.5863609,-79.6529465,08241224-21,21,Milton,20241206
20241209-LE-9037,21:15:00,21:15:00,WH,Whitby GO,43.86484,-78.93818,12240125-LE,LE,Lakeshore East,20241209
20241207-94-94830,23:33:00,23:33:00,02209,Renforth Dr. @ Convair Dr.,43.6723671,-79.5936432,12240125-94,94,Pickering / Square One,20241207
20241218-40-40151,08:52:00,08:52:00,01009,Main St. W. @ Macklin St. S.,43.2599144,-79.8979721,12240125-40,40,Hamilton / Richmond Hill,20241218
20241219-71-71840,23:24:00,23:24:00,02574,Markham Rd. @ Castlemore Ave.,43.9044647,-79.2672577,12240125-71,71,Stouffville,20241219
20241209-41-41731,20:43:00,20:43:00,02837,Sheppard Ave. E. @ Herons Hill Way,43.7757323805573,-79.335555520699,12240125-41,41,Hamilton / Pickering,20241209
20241127-GT-3420,13:56:00,13:56:00,BE,Bramalea GO,43.7022591,-79.6887512,08241224-GT,KI,Kitchener,20241127
20241203-47-47594,17:42:00,17:42:00,00139,Dundas St. @ Hwy. 407 Park & Ride,43.3892708,-79.8287811,08241224-47,47,Hamilton / Hwy 407 Terminal,20241203
20241230-21-21372,12:21:00,12:21:00,01444,Eglinton Ave. W. @ Credit Valley Rd.,43.5619164,-79.7030182,12240125-21,21,Milton,20241230
20241205-61-61320,10:38:00,10:38:00,02096,Yonge St. @ Weldrick Rd. W.,43.8605232,-79.4349365,08241224-61,61,Richmond Hill,20241205
20241214-21-21151,08:12:00,08:12:00,01445,Eglinton Ave. W. @ Summersky Crt.,43.5625381,-79.7030792,12240125-21,21,Milton,20241214
20241205-12-12871,24:53:00,24:53:00,02402,St. Catharines Fairview Mall,43.178627,-79.2452545,08241224-12,12,Niagara Falls / Toronto,20241205
20241206-27-27240,08:34:00,08:34:00,01198,Derry Rd. W. @ Lisgar Dr.,43.5767136,-79.7842407,08241224-27,27,Milton / North York,20241206
20241202-29-29130,06:01:00,06:01:00,02151,Regional Rd. 25 @ Hwy. 401 Park & Ride,43.5274849,-79.9038162,08241224-29,29,Guelph / Mississauga,20241202
20241204-41-41222,10:20:00,10:20:00,02674,Hwy 407 Bus Terminal,43.7830713234851,-79.5244458372792,08241224-41,41,Hamilton / Pickering,20241204
20241219-56-56290,12:00:00,12:00:00,00350,Richmond Hill Centre,43.8401451,-79.4252853,12240125-56,56,Oshawa / Oakville,20241219
20241205-41-41310,10:31:00,10:31:00,01002,King St. E. @ Hughson St. N.,43.2562103,-79.8672409,08241224-41,41,Hamilton / Pickering,20241205
20241218-32-32110,07:07:00,07:07:00,01654,Yonge St. @ Ellerslie Ave.,43.7724152,-79.4139328,12240125-32,32,Brampton Trinity Common / North York,20241218
20241204-41-41122,09:19:00,09:19:00,02541,Morningside Ave. @ Tams Rd.,43.791924,-79.195305,08241224-41,41,Hamilton / Pickering,20241204
20241130-27-27221,08:37:00,08:37:00,00008,Yonge St. @ Sheppard Ave.,43.7615967,-79.4111938,08241224-27,27,Milton / North York,20241130
20241209-18-18841,21:42:00,21:42:00,00732,Main St. W. @ Longwood Rd. S.,43.2590866,-79.901741,12240125-18,18,Lakeshore West,20241209
20241211-94-94500,16:25:00,16:25:00,00019,Yorkdale Bus Terminal,43.7249374,-79.4488754,12240125-94,94,Pickering / Square One,20241211
20250103-54-54540,16:30:00,16:30:00,00128,Unionville GO Bus,43.851935,-79.313774,12240125-54,54,Markham / Hwy 407 Terminal,20250103
20241130-29-29671,19:30:00,19:30:00,01711,Gordon St. @ Kortright Rd. E.,43.5224457,-80.2131119,08241224-29,29,Guelph / Mississauga,20241130
20241216-GT-3031,19:32:00,19:32:00,MA,Malton GO,43.705153,-79.63823,12240125-GT,KI,Kitchener,20241216
20241129-61-61771,21:24:00,21:24:00,02003,Yonge St. @ Clarissa Dr.,43.8620453,-79.4350204,08241224-61,61,Richmond Hill,20241129
20241211-31-31883,24:58:00,24:58:00,01306,Main St. S. @ Clarence St.,43.6800728,-79.752037,12240125-31,31,Guelph / Toronto,20241211
20241220-56-56291,10:23:00,10:23:00,00939,Sheridan College,43.4698067,-79.6977158,12240125-56,56,Oshawa / Oakville,20241220
20241205-27-27160,08:05:00,08:05:00,00022,Keele St. @ Hwy. 401,43.7216759,-79.4808273,08241224-27,27,Milton / North York,20241205
20250103-48-48061,06:36:00,06:36:00,01137,Aquitaine Ave. @ Montevideo Rd.,43.5907898,-79.7561111,12240125-48,48,Guelph / Hwy 407 Terminal,20250103
20241129-66-66680,16:25:00,16:25:00,02683,Green Lane E. @ Yonge St.,44.073913,-79.481138,08241224-66,66,East Gwillimbury / Hwy 407 Terminal,20241129
20241126-56-56661,18:25:00,18:25:00,02163,Trafalgar Rd. @ Hwy. 407 Park & Ride,43.506545,-79.745813,08241224-56,56,Oshawa / Oakville,20241126
20241230-19-19391,12:57:00,12:57:00,00008,Yonge St. @ Sheppard Ave.,43.7615967,-79.4111938,12240125-19,19,Mississauga / North York,20241230
20241203-17-17390,15:06:00,15:06:00,01011,Main St. W. @ Pearl St. S.,43.2583809,-79.8828964,08241224-17,17,Waterloo / Hamilton,20241203
20241220-12-12700,18:18:00,18:18:00,02406,Casablanca Blvd. @ QEW Park & Ride,43.2047997,-79.5964279,12240125-12,12,Niagara Falls / Toronto,20241220
20241127-29-29421,14:01:00,14:01:00,02635,Winston Churchill Transitway Station,43.5419006,-79.7131805,08241224-29,29,Guelph / Mississauga,20241127
20241214-33-33891,25:43:00,25:43:00,01703,Elizabeth St. @ Stevenson St. S.,43.5534325,-80.2346191,12240125-33,33,Guelph / North York,20241214
20241214-16-16290,08:58:00,08:58:00,01001,King St. W. @ Caroline St. N.,43.258461,-79.8752441,12240125-16,16,Hamilton / Toronto Express,20241214
20241215-71-71250,09:25:00,09:25:00,01924,Main St. @ Church St. N.,43.9717598,-79.2452011,12240125-71,71,Stouffville,20241215
20241204-25-25243,09:40:00,09:40:00,02151,Regional Rd. 25 @ Hwy. 401 Park & Ride,43.5274849,-79.9038162,08241224-25,25,Waterloo / Mississauga,20241204
20241215-16-16440,12:49:00,12:49:00,00178,King St. W. @ Dundurn St. N.,43.2622643,-79.8875809,12240125-16,16,Hamilton / Toronto Express,20241215
20250102-31-31131,08:55:00,08:55:00,00803,Alma St. @ Fall St.,43.6138763,-80.1490631,12240125-31,31,Guelph / Toronto,20250102
20241203-67-67240,09:40:00,09:40:00,00736,Finch Bus Terminal,43.7819481,-79.4159088,08241224-67,67,Keswick / North York,20241203
20241216-12-12590,15:28:00,15:28:00,02646,Niagara College,43.1524845920884,-79.166533938966,12240125-12,12,Niagara Falls / Toronto,20241216
20241205-21-21412,12:56:00,12:56:00,01245,Erin Mills Pkwy. @ Windwood Dr.,43.5805435,-79.7364044,08241224-21,21,Milton,20241205
20250102-48-48420,12:27:00,12:27:00,01481,Derry Rd. W. @ Winston Churchill Blvd.,43.5877228,-79.7712631,12240125-48,48,Guelph / Hwy 407 Terminal,20250102
20241220-17-17270,11:01:00,11:01:00,01714,Gordon St. @ Arkell Rd.,43.5137901,-80.1998749,12240125-17,17,Waterloo / Hamilton,20241220
20241201-92-92811,23:11:00,23:11:00,00333,King St. W. @ Stevenson Rd.,43.8933334,-78.8819885,08241224-92,92,Oshawa / Yorkdale,20241201
20241212-BR-6935,22:01:00,22:01:00,UN,Union Station,43.645195,-79.3806,12240125-BR,BR,Barrie,20241212
20250103-40-40581,17:15:00,17:15:00,02209,Renforth Dr. @ Convair Dr.,43.6723671,-79.5936432,12240125-40,40,Hamilton / Richmond Hill,20250103
20241228-21-21020,04:57:00,04:57:00,00811,Derry Rd. @ Thompson Rd. S.,43.5183742974875,-79.8485449007419,12240125-21,21,Milton,20241228
