trip_id,arrival_time,departure_time,stop_id,stop_name,stop_lat,stop_lon,route_id,route_short_name,route_long_name,date
20241128-68-68680,15:35:00,15:35:00,00086,Bradford GO,44.115852,-79.557507,08241224-68,68,Barrie / Newmarket,20241128
20241231-12-12110,06:30:00,06:30:00,00820,Fairview St. @ Maple Ave.,43.3287392,-79.8214798,12240125-12,12,Niagara Falls / Toronto,20241231
20241222-29-29480,15:12:00,15:12:00,02661,Renforth Transitway Station,43.662995090205,-79.5911181123626,12240125-29,29,Guelph / Mississauga,20241222
20241202-LW-1039,23:53:00,23:53:00,CL,Clarkson GO,43.513127,-79.633206,08241224-LW,LW,Lakeshore West,20241202
20241202-11-11071,08:28:00,08:28:00,02406,Casablanca Blvd. @ QEW Park & Ride,43.2047997,-79.5964279,08241224-11,11,Brock University,20241202
20241202-21-21051,06:05:00,06:05:00,02655,Hurontario St. @ Fairview Rd.,43.5875907610701,-79.6265046670912,08241224-21,21,Milton,20241202
20250102-12-12311,10:43:00,10:43:00,00139,Dundas St. @ Hwy. 407 Park & Ride,43.3892708,-79.8287811,12240125-12,12,Niagara Falls / Toronto,20250102
20241126-70-70261,10:28:00,10:28:00,00118,Main St. @ Edward St. (Stouffville GO),43.97041,-79.25075,08241224-70,70,Uxbridge / Mount Joy,20241126
20241223-31-31710,18:03:00,18:03:00,00212,Guelph St. @ King St.,43.6464195,-79.8608932,12240125-31,31,Guelph / Toronto,20241223
20241206-22-22721,19:22:00,19:22:00,02785,Trafalgar Rd. @ Glenashton Dr.,43.480786,-79.709716,08241224-22,22,Milton / Oakville,20241206
20241223-ST-7425,15:48:00,15:48:00,UI,Unionville GO,43.851689,-79.314332,12240125-ST,ST,Stouffville,20241223
20241126-33-33861,23:14:00,23:14:00,01311,Wellington St. W. @ George St. S.,43.6841316,-79.7590332,08241224-33,33,Guelph / North York,20241126
20241202-41-41122,08:25:00,08:25:00,02674,Hwy 407 Bus Terminal,43.7830713234851,-79.5244458372792,08241224-41,41,Hamilton / Pickering,20241202
20241204-18-18901,23:44:00,23:44:00,01011,Main St. W. @ Pearl St. S.,43.2583809,-79.8828964,08241224-18,18,Lakeshore West,20241204
20241206-27-27101,06:30:00,06:30:00,00013,Finch Bus Terminal,43.7821732,-79.4150925,08241224-27,27,Milton / North York,20241206
20241219-11-11490,10:48:00,10:48:00,02406,Casablanca Blvd. @ QEW Park & Ride,43.2047997,-79.5964279,12240125-11,11,Brock University,20241219
20241213-16-16761,21:26:00,21:26:00,01013,Main St. W. @ Poulette St.,43.2591286,-79.8864059,12240125-16,16,Hamilton / Toronto Express,20241213
20241231-94-94250,10:07:00,10:07:00,02821,Yonge St. @ Poyntz Ave.,43.760053363685,-79.4107512589806,12240125-94,94,Pickering / Square One,20241231
20241226-40-40330,11:16:00,11:16:00,01005,King St. W. @ Strathcona Ave. N.,43.2614555,-79.8850708,12240125-40,40,Hamilton / Richmond Hill,20241226
20241202-19-19651,18:54:00,18:54:00,02660,Renforth Transitway Station,43.6630754344014,-79.591281189024,08241224-19,19,Mississauga / North York,20241202
20250103-92-92571,17:36:00,17:36:00,00312,Kingston Rd. @ Fairport Rd.,43.8234673,-79.1067047,12240125-92,92,Oshawa / Yorkdale,20250103
20241215-21-21060,06:07:00,06:07:00,01195,Derry Rd. W. @ Danton Promenade,43.5858917,-79.7736511,12240125-21,21,Milton,20241215
20241202-47-47850,21:37:00,21:37:00,01004,King St. W. @ Pearl St. N.,43.2602654,-79.8814011,08241224-47,47,Hamilton / Hwy 407 Terminal,20241202
20241220-LW-1713,11:22:00,11:22:00,CL,Clarkson GO,43.513127,-79.633206,12240125-LW,LW,Lakeshore West,20241220
20241128-17-17700,21:11:00,21:11:00,01011,Main St. W. @ Pearl St. S.,43.2583809,-79.8828964,08241224-17,17,Waterloo / Hamilton,20241128
20250103-25-25340,11:30:00,11:30:00,02799,University of Waterloo Terminal,43.474393,-80.539507,12240125-25,25,Waterloo / Mississauga,20250103
20241204-56-56422,13:45:00,13:45:00,00159,Durham College Oshawa GO,43.870909,-78.88585,08241224-56,56,Oshawa / Oakville,20241204
20241219-56-56131,09:01:00,09:01:00,02141,YMCA Blvd. @ Kennedy Rd.,43.8532639,-79.3093185,12240125-56,56,Oshawa / Oakville,20241219
20250101-33-33200,08:50:00,08:50:00,00888,Queen St. @ Churchill Rd. S.,43.6370354,-80.0284729,12240125-33,33,Guelph / North York,20250101
20241218-92-92311,11:49:00,11:49:00,02676,Dundas St. @ Halls Rd.,43.8710634547294,-78.9813988024596,12240125-92,92,Oshawa / Yorkdale,20241218
20241225-94-94001,04:25:00,04:25:00,02816,Scarborough Centre Bus Terminal,43.77486,-79.26088,12240125-94,94,Pickering / Square One,20241225
20241230-33-33501,15:31:00,15:31:00,01321,Main St. N. @ Vodden St. E.,43.6925087,-79.7685547,12240125-33,33,Guelph / North York,20241230
20241220-21-21700,19:26:00,19:26:00,01197,Derry Rd. W. @ Forest Park Dr.,43.5812836,-79.7789993,12240125-21,21,Milton,20241220
20241212-LW-1860,07:41:00,07:41:00,BU,Burlington GO,43.341265,-79.809141,12240125-LW,LW,Lakeshore West,20241212
20241228-LW-1136,22:00:00,22:00:00,UN,Union Station,43.645195,-79.3806,12240125-LW,LW,Lakeshore West,20241228
20241224-41-41701,18:55:00,18:55:00,00147,Pickering GO Bus,43.830982,-79.084571,12240125-41,41,Hamilton / Pickering,20241224
20241215-71-71341,12:17:00,12:17:00,00125,Bullock Drive @ McCowan Road (Centennial GO),43.87161,-79.28832,12240125-71,71,Stouffville,20241215
20241129-21-21311,12:58:00,12:58:00,00895,Thompson Rd. S. @ McCuaig Dr.,43.5221252,-79.8587494,08241224-21,21,Milton,20241129
20241211-41-41050,08:34:00,08:34:00,02541,Morningside Ave. @ Tams Rd.,43.791924,-79.195305,12240125-41,41,Hamilton / Pickering,20241211
20250101-33-33671,17:35:00,17:35:00,00011,York Mills Bus Terminal,43.745079,-79.4064636,12240125-33,33,Guelph / North York,20250101
20241221-92-92521,16:45:00,16:45:00,02571,Kingston Rd. @ Glenanna Rd.,43.8386154,-79.0863266,12240125-92,92,Oshawa / Yorkdale,20241221
20241211-33-33240,08:31:00,08:31:00,02696,Guelph St. @ Hall Rd.,43.6486902942995,-79.8765444720472,12240125-33,33,Guelph / North York,20241211
20241209-48-48260,07:30:00,07:30:00,01716,Gordon St. @ Clairfields Dr. W.,43.5049019,-80.1943359,12240125-48,48,Guelph / Hwy 407 Terminal,20241209
20241220-32-32453,16:28:00,16:28:00,02092,Yonge St. @ Uplands Ave.,43.8269348,-79.4267807,12240125-32,32,Brampton Trinity Common / North York,20241220
20241130-21-21790,21:29:00,21:29:00,00807,Derry Rd. @ Fourth Line,43.5258636,-79.8403397,08241224-21,21,Milton,20241130
20241209-33-33891,24:05:00,24:05:00,00354,Hurontario St. @ Hwy. 407 Park & Ride,43.6521416,-79.7108765,12240125-33,33,Guelph / North York,20241209
20241227-56-56470,17:54:00,17:54:00,02700,Trafalgar Rd. @ Dundas St.,43.4879119435482,-79.7199831176779,12240125-56,56,Oshawa / Oakville,20241227
20241213-33-33100,06:42:00,06:42:00,00991,Hurontario St. @ Ray Lawson Blvd.,43.658577,-79.7236023,12240125-33,33,Guelph / North York,20241213
20241231-48-48830,21:47:00,21:47:00,01326,Millcreek Dr. @ Millrace Crt.,43.5927086,-79.7469559,12240125-48,48,Guelph / Hwy 407 Terminal,20241231
20241227-25-25380,14:15:00,14:15:00,00132,Square One,43.5945549,-79.6475983,12240125-25,25,Waterloo / Mississauga,20241227
20241205-70-70300,10:54:00,10:54:00,02171,Tenth Line @ Sleepy Hollow Ln.,44.0002556,-79.2371979,08241224-70,70,Uxbridge / Mount Joy,20241205
20241210-27-27501,15:30:00,15:30:00,00300,Yonge St. @ North York Blvd.,43.7668343,-79.412468,12240125-27,27,Milton / North York,20241210
20241217-71-71670,17:23:00,17:23:00,02113,Hwy. 48 @ 16th Ave.,43.8920631,-79.2641983,12240125-71,71,Stouffville,20241217
20241205-33-33550,15:27:00,15:27:00,00296,Mount Pleasant GO Bus,43.674976,-79.822181,08241224-33,33,Guelph / North York,20241205
20241201-GT-3511,10:25:00,10:25:00,BE,Bramalea GO,43.7022591,-79.6887512,08241224-GT,KI,Kitchener,20241201
20241126-41-41393,13:30:00,13:30:00,02576,Kingston Rd. @ Fairport Rd.,43.8238487,-79.1063309,08241224-41,41,Hamilton / Pickering,20241126
20241225-LW-1733,20:44:00,20:44:00,UN,Union Station,43.645195,-79.3806,12240125-LW,LW,Lakeshore West,20241225
20241206-40-40120,06:45:00,06:45:00,02759,King St. W. @ Queen St. N.,43.25943,-79.878547,08241224-40,40,Hamilton / Richmond Hill,20241206
20241216-11-11490,11:36:00,11:36:00,01004,King St. W. @ Pearl St. N.,43.2602654,-79.8814011,12240125-11,11,Brock University,20241216
20241129-68-68461,17:15:00,17:15:00,02688,Burton Ave. @ Granville St.,44.3716585556774,-79.6905053283273,08241224-68,68,Barrie / Newmarket,20241129
20241212-31-31020,04:03:00,04:03:00,00841,Guelph St. @ Sinclair Ave.,43.6496468,-79.8933182,12240125-31,31,Guelph / Toronto,20241212
20241202-18-18022,05:10:00,05:10:00,00181,Clarkson GO Bus,43.512831,-79.633109,08241224-18,18,Lakeshore West,20241202
20250101-92-92510,15:22:00,15:22:00,00174,Dundas St. @ Brock St.,43.8800888,-78.9416351,12240125-92,92,Oshawa / Yorkdale,20250101
20241203-40-40710,19:01:00,19:01:00,01002,King St. E. @ Hughson St. N.,43.2562103,-79.8672409,08241224-40,40,Hamilton / Richmond Hill,20241203
20241218-31-31131,07:27:00,07:27:00,01374,Steeles Ave. E. @ Kennedy Rd. S.,43.6751747,-79.7234573,12240125-31,31,Guelph / Toronto,20241218
20250103-70-70760,20:51:00,20:51:00,00553,Durham Hwy. 47 @ Goodwood Rd.,44.0338898,-79.2021637,12240125-70,70,Uxbridge / Mount Joy,20250103
20241218-22-22631,17:47:00,17:47:00,01016,Derry Rd. @ Thompson Rd. S.,43.516552,-79.8508148,12240125-22,22,Milton / Oakville,20241218
20241212-19-19040,05:28:00,05:28:00,02208,Renforth Dr. @ Convair Dr.,43.6720657,-79.5930939,12240125-19,19,Mississauga / North York,20241212
20241231-56-56481,15:31:00,15:31:00,01435,Trafalgar Rd. @ Burnhamthorpe Rd.,43.5013275,-79.7375031,12240125-56,56,Oshawa / Oakville,20241231
20250102-27-27540,15:25:00,15:25:00,00808,Derry Rd. @ James Snow Pkwy.,43.5304413,-79.8352661,12240125-27,27,Milton / North York,20250102
20241128-12-12850,23:10:00,23:10:00,00139,Dundas St. @ Hwy. 407 Park & Ride,43.3892708,-79.8287811,08241224-12,12,Niagara Falls / Toronto,20241128
20241220-LW-1972,14:50:00,14:50:00,OA,Oakville GO,43.455594,-79.682242,12240125-LW,LW,Lakeshore West,20241220
20241127-61-61901,25:20:00,25:20:00,00062,Richmond Hill GO Bus,43.875786,-79.426228,08241224-61,61,Richmond Hill,20241127
20250101-21-21655,20:41:00,20:41:00,01137,Aquitaine Ave. @ Montevideo Rd.,43.5907898,-79.7561111,12240125-21,21,Milton,20250101
20241229-31-31890,23:00:00,23:00:00,02413,Georgetown GO Bus,43.6560287,-79.9186783,12240125-31,31,Guelph / Toronto,20241229
20241203-19-19131,07:09:00,07:09:00,00079,Yonge St. @ North York Blvd. (Mel Lastman Square),43.7681007,-79.4128571,08241224-19,19,Mississauga / North York,20241203
20241225-16-16301,11:37:00,11:37:00,01013,Main St. W. @ Poulette St.,43.2591286,-79.8864059,12240125-16,16,Hamilton / Toronto Express,20241225
20241225-68-68691,21:00:00,21:00:00,01534,Yonge St. @ Lynn St.,44.3300591,-79.6207199,12240125-68,68,Barrie / Newmarket,20241225
20241230-16-16320,09:56:00,09:56:00,01002,King St. E. @ Hughson St. N.,43.2562103,-79.8672409,12240125-16,16,Hamilton / Toronto Express,20241230
20241127-LW-1256,07:47:00,07:47:00,UN,Union Station,43.645195,-79.3806,08241224-LW,LW,Lakeshore West,20241127
20241225-LE-9013,10:09:00,10:09:00,UN,Union Station,43.645195,-79.3806,12240125-LE,LE,Lakeshore East,20241225
20241209-ST-7432,20:46:00,20:46:00,MK,Milliken GO,43.823227,-79.301785,12240125-ST,ST,Stouffville,20241209
20241227-25-25260,10:55:00,10:55:00,02214,Erin Mills Transitway Station,43.5520363,-79.7003021,12240125-25,25,Waterloo / Mississauga,20241227
20241219-47-47416,14:37:00,14:37:00,08041,Bramalea GO Bus,43.702269,-79.69011,12240125-47,47,Hamilton / Hwy 407 Terminal,20241219
20241203-40-40150,07:26:00,07:26:00,00139,Dundas St. @ Hwy. 407 Park & Ride,43.3892708,-79.8287811,08241224-40,40,Hamilton / Richmond Hill,20241203
20241227-41-41590,17:20:00,17:20:00,00138,Bronte Rd. @ Hwy. 407 Park & Ride,43.4457626,-79.7920151,12240125-41,41,Hamilton / Pickering,20241227
20250101-BR-6334,21:26:00,21:26:00,DW,Downsview Park GO,43.7536333,-79.47835,12240125-BR,BR,Barrie,20250101
20241204-92-92311,11:00:00,11:00:00,00011,York Mills Bus Terminal,43.745079,-79.4064636,08241224-92,92,Oshawa / Yorkdale,20241204
20241223-27-27220,07:50:00,07:50:00,00807,Derry Rd. @ Fourth Line,43.5258636,-79.8403397,12240125-27,27,Milton / North York,20241223
20241231-15-15541,17:01:00,17:01:00,01010,Main St. W. @ Paisley Ave. S.,43.2584991,-79.9061661,12240125-15,15,Brantford / Aldershot,20241231
20241205-29-29251,09:31:00,09:31:00,02635,Winston Churchill Transitway Station,43.5419006,-79.7131805,08241224-29,29,Guelph / Mississauga,20241205
20250102-18-18981,26:50:00,26:50:00,00884,Plains Rd. E. @ Waterdown Rd.,43.3070107,-79.8525772,12240125-18,18,Lakeshore West,20250102
20241230-21-21745,20:39:00,20:39:00,01325,Millcreek Dr. @ Erin Mills Pkwy.,43.5904884,-79.7418976,12240125-21,21,Milton,20241230
20241129-71-71111,07:47:00,07:47:00,01926,Main St. @ Stouffer St.,43.9731178,-79.2386246,08241224-71,71,Stouffville,20241129
20241210-37-37371,13:27:00,13:27:00,00221,Brampton Bus Terminal,43.6869087,-79.7628632,12240125-37,37,Orangeville / Brampton,20241210
20241214-12-12482,14:42:00,14:42:00,00820,Fairview St. @ Maple Ave.,43.3287392,-79.8214798,12240125-12,12,Niagara Falls / Toronto,20241214
20241224-48-48720,17:51:00,17:51:00,01718,Brock Rd. S. @ Maple Leaf Ln.,43.4715347,-80.1500168,12240125-48,48,Guelph / Hwy 407 Terminal,20241224
20241221-LE-9112,10:20:00,10:20:00,UN,Union Station,43.645195,-79.3806,12240125-LE,LE,Lakeshore East,20241221
20250101-21-21423,16:30:00,16:30:00,01455,Erin Mills Pkwy. @ Vista Blvd.,43.5736008,-79.7274475,12240125-21,21,Milton,20250101
20241225-29-29371,13:28:00,13:28:00,01715,Gordon St. @ Arkell Rd.,43.5140228,-80.199501,12240125-29,29,Guelph / Mississauga,20241225
20241205-27-27671,20:10:00,20:10:00,00892,Thompson Rd. S. @ Childs Dr.,43.5239563,-79.8612061,08241224-27,27,Milton / North York,20241205
20241217-27-27360,12:47:00,12:47:00,02772,Yonge St. @ Sheppard Ave.,43.762187996328,-79.4109345055581,12240125-27,27,Milton / North York,20241217
20241205-88-88520,12:51:00,12:51:00,00540,King St. W. @ Roenigk Dr.,43.9127769,-78.6950073,08241224-88,88,Peterborough / Oshawa,20241205
20241212-41-41423,15:50:00,15:50:00,00133,Square One,43.5946693,-79.6474915,12240125-41,41,Hamilton / Pickering,20241212
20241129-48-48061,06:14:00,06:14:00,00354,Hurontario St. @ Hwy. 407 Park & Ride,43.6521416,-79.7108765,08241224-48,48,Guelph / Hwy 407 Terminal,20241129
20241216-11-11371,16:24:00,16:24:00,02780,Brock University,43.118136,-79.249325,12240125-11,11,Brock University,20241216
20241206-40-40451,15:22:00,15:22:00,02163,Trafalgar Rd. @ Hwy. 407 Park & Ride,43.506545,-79.745813,08241224-40,40,Hamilton / Richmond Hill,20241206
20241219-38-38220,06:33:00,06:33:00,01248,Finch Ave. @ Kenview Blvd.,43.7401047,-79.6440582,12240125-38,38,Bolton / Malton,20241219
20241215-71-71210,08:35:00,08:35:00,00959,10953 Hwy. 48 @ Elgin Mills Rd. E.,43.9326401,-79.2737274,12240125-71,71,Stouffville,20241215
20241208-31-31070,06:45:00,06:45:00,00296,Mount Pleasant GO Bus,43.674976,-79.822181,12240125-31,31,Guelph / Toronto,20241208
20241229-40-40381,14:27:00,14:27:00,01007,Main St. W. @ Caroline St. S.,43.2570419,-79.8766251,12240125-40,40,Hamilton / Richmond Hill,20241229
20241202-32-32162,07:17:00,07:17:00,02680,Bramalea Rd. @ Balmoral Dr.,43.7154679735916,-79.7054676815027,08241224-32,32,Brampton Trinity Common / North York,20241202
20241214-12-12721,19:59:00,19:59:00,00819,Fairview St. @ Maple Ave.,43.3295403,-79.8197861,12240125-12,12,Niagara Falls / Toronto,20241214
20241225-LE-9241,24:16:00,24:16:00,EG,Eglinton GO,43.739621,-79.23231,12240125-LE,LE,Lakeshore East,20241225
20241128-94-94151,08:22:00,08:22:00,01647,Yonge St. @ Florence Ave.,43.7582703,-79.4102325,08241224-94,94,Pickering / Square One,20241128
20250101-94-94090,06:44:00,06:44:00,00723,McCowan Rd. @ Triton Rd.,43.7755547,-79.2528763,12240125-94,94,Pickering / Square One,20250101
20241130-33-33751,20:22:00,20:22:00,00222,Shopper's World,43.6678429,-79.7354813,08241224-33,33,Guelph / North York,20241130
20241202-71-71171,08:44:00,08:44:00,00958,10953 Hwy. 48 @ Elgin Mills Rd. E.,43.9325027,-79.273407,08241224-71,71,Stouffville,20241202
20241207-33-33200,08:50:00,08:50:00,00888,Queen St. @ Churchill Rd. S.,43.6370354,-80.0284729,12240125-33,33,Guelph / North York,20241207
20241220-GT-3320,14:30:00,14:30:00,MA,Malton GO,43.705153,-79.63823,12240125-GT,KI,Kitchener,20241220
20250101-40-40791,22:29:00,22:29:00,00139,Dundas St. @ Hwy. 407 Park & Ride,43.3892708,-79.8287811,12240125-40,40,Hamilton / Richmond Hill,20250101
20241214-71-71810,21:55:00,21:55:00,00128,Unionville GO Bus,43.851935,-79.313774,12240125-71,71,Stouffville,20241214
20250102-17-17350,13:01:00,13:01:00,01712,Gordon St. @ Edinburgh Rd. S.,43.5163383,-80.2033386,12240125-17,17,Waterloo / Hamilton,20250102
20241210-56-56511,18:19:00,18:19:00,02779,Baldwin St. @ Hwy. 407 Park & Ride,43.9449147110778,-78.9599680461866,12240125-56,56,Oshawa / Oakville,20241210
20241212-21-21010,05:11:00,05:11:00,00189,Erindale GO Bus,43.567861,-79.667632,12240125-21,21,Milton,20241212
20250103-56-56340,13:01:00,13:01:00,02021,Yonge St. @ Garden Ave.,43.8384552,-79.4297791,12240125-56,56,Oshawa / Oakville,20250103
20241203-33-33110,06:21:00,06:21:00,00942,Bovaird Dr. W. @ Lake Louise Dr.,43.6811218,-79.8139801,08241224-33,33,Guelph / North York,20241203
20241229-LW-1010,08:23:00,08:23:00,BO,Bronte GO,43.416774,-79.722294,12240125-LW,LW,Lakeshore West,20241229
20241216-56-56100,07:27:00,07:27:00,02815,Cornell Bus Terminal,43.879742,-79.232527,12240125-56,56,Oshawa / Oakville,20241216
20241217-21-21351,13:38:00,13:38:00,01203,Derry Rd. W. @ Tenth Line W.,43.5840569,-79.7763901,12240125-21,21,Milton,20241217
20241216-33-33552,17:25:00,17:25:00,00011,York Mills Bus Terminal,43.745079,-79.4064636,12240125-33,33,Guelph / North York,20241216
20250103-25-25460,14:30:00,14:30:00,02799,University of Waterloo Terminal,43.474393,-80.539507,12240125-25,25,Waterloo / Mississauga,20250103
20241128-27-27100,06:05:00,06:05:00,01481,Derry Rd. W. @ Winston Churchill Blvd.,43.5877228,-79.7712631,08241224-27,27,Milton / North York,20241128
20241204-22-22631,17:48:00,17:48:00,00894,Thompson Rd. S. @ Laurier Ave.,43.5199051,-79.8556519,08241224-22,22,Milton / Oakville,20241204
20241213-LW-1024,15:25:00,15:25:00,BO,Bronte GO,43.416774,-79.722294,12240125-LW,LW,Lakeshore West,20241213
20241128-37-37611,18:33:00,18:33:00,01174,Broadway @ John St.,43.9187775,-80.0992432,08241224-37,37,Orangeville / Brampton,20241128
20241227-92-92471,14:45:00,14:45:00,00019,Yorkdale Bus Terminal,43.7249374,-79.4488754,12240125-92,92,Oshawa / Yorkdale,20241227
20250103-RH-5208,07:41:00,07:41:00,RI,Richmond Hill GO,43.874307,-79.426167,12240125-RH,RH,Richmond Hill,20250103
20241228-92-92841,23:10:00,23:10:00,00011,York Mills Bus Terminal,43.745079,-79.4064636,12240125-92,92,Oshawa / Yorkdale,20241228
20241127-48-48160,05:45:00,05:45:00,01708,Gordon St. @ Stone Rd.,43.5271797,-80.2259216,08241224-48,48,Guelph / Hwy 407 Terminal,20241127
20241203-65-65620,16:32:00,16:32:00,00303,Wellington St. E. @ Bayview Ave.,44.0047264,-79.4445038,08241224-65,65,Newmarket / Toronto,20241203
20241231-33-33442,14:08:00,14:08:00,00223,Shopper's World,43.6675682,-79.7358246,12240125-33,33,Guelph / North York,20241231
20241206-40-40591,18:23:00,18:23:00,00139,Dundas St. @ Hwy. 407 Park & Ride,43.3892708,-79.8287811,08241224-40,40,Hamilton / Richmond Hill,20241206
20241218-17-17481,17:10:00,17:10:00,02818,Victoria St. N. @ Frederick St.,43.4663507673236,-80.4579750554575,12240125-17,17,Waterloo / Hamilton,20241218
20241212-31-31231,09:13:00,09:13:00,00221,Brampton Bus Terminal,43.6869087,-79.7628632,12240125-31,31,Guelph / Toronto,20241212
20241206-47-47021,05:51:00,05:51:00,00139,Dundas St. @ Hwy. 407 Park & Ride,43.3892708,-79.8287811,08241224-47,47,Hamilton / Hwy 407 Terminal,20241206
20241216-66-66680,16:20:00,16:20:00,00276,East Gwillimbury GO Bus,44.078506,-79.456539,12240125-66,66,East Gwillimbury / Hwy 407 Terminal,20241216
20241230-41-41701,22:09:00,22:09:00,01009,Main St. W. @ Macklin St. S.,43.2599144,-79.8979721,12240125-41,41,Hamilton / Pickering,20241230
20241211-40-40341,13:25:00,13:25:00,00141,Hamilton GO Centre Bus,43.252945,-79.869586,12240125-40,40,Hamilton / Richmond Hill,20241211
20241229-33-33551,17:45:00,17:45:00,00868,Mill St. E. @ Fellows St. (Acton GO),43.633812,-80.0369797,12240125-33,33,Guelph / North York,20241229
20241217-21-21393,14:45:00,14:45:00,00341,Lisgar GO Bus,43.591504,-79.788224,12240125-21,21,Milton,20241217
20241205-88-88811,23:03:00,23:03:00,00306,Clarington Blvd. @ Durham Hwy. 2 (Bowmanville) Park & Ride,43.9078712,-78.7046204,08241224-88,88,Peterborough / Oshawa,20241205
20241216-37-37451,16:33:00,16:33:00,01454,Main St. N. @ Williams Pkwy.,43.6986389,-79.7768326,12240125-37,37,Orangeville / Brampton,20241216
20241202-LE-9134,22:02:00,22:02:00,PIN,Pickering GO,43.831576,-79.084594,08241224-LE,LE,Lakeshore East,20241202
20241129-48-48231,10:22:00,10:22:00,02677,Gordon St. @ Clair Rd. E.,43.5002316951943,-80.1886650066085,08241224-48,48,Guelph / Hwy 407 Terminal,20241129
20241227-32-32261,12:00:00,12:00:00,02012,Yonge St. @ Doncaster Ave.,43.8016968,-79.4208908,12240125-32,32,Brampton Trinity Common / North York,20241227
20241231-96-96631,17:40:00,17:40:00,00300,Yonge St. @ North York Blvd.,43.7668343,-79.412468,12240125-96,96,Oshawa / Finch Express,20241231
20241204-36-36380,12:43:00,12:43:00,02680,Bramalea Rd. @ Balmoral Dr.,43.7154679735916,-79.7054676815027,08241224-36,36,Brampton / North York Express,20241204
20241129-88-88950,25:24:00,25:24:00,02532,King St. W. @ Scugog St.,43.9128571,-78.6923294,08241224-88,88,Peterborough / Oshawa,20241129
20241225-21-21901,25:31:00,25:31:00,01203,Derry Rd. W. @ Tenth Line W.,43.5840569,-79.7763901,12240125-21,21,Milton,20241225
20241231-48-48231,09:40:00,09:40:00,00129,Meadowvale GO Bus,43.597499,-79.754517,12240125-48,48,Guelph / Hwy 407 Terminal,20241231
20241214-47-47881,25:47:00,25:47:00,01007,Main St. W. @ Caroline St. S.,43.2570419,-79.8766251,12240125-47,47,Hamilton / Hwy 407 Terminal,20241214
20241230-GT-3977,19:14:00,19:14:00,GL,Guelph Central GO,43.544353,-80.246917,12240125-GT,KI,Kitchener,20241230
20241208-21-21580,17:30:00,17:30:00,00815,Derry Rd. @ Trudeau Dr.,43.5277672,-79.8381882,12240125-21,21,Milton,20241208
20241218-ST-7412,10:31:00,10:31:00,KE,Kennedy GO,43.733045,-79.262706,12240125-ST,ST,Stouffville,20241218
20241209-61-61811,22:24:00,22:24:00,02056,Yonge St. @ May Ave.,43.8639069,-79.435379,12240125-61,61,Richmond Hill,20241209
20241203-41-41130,08:43:00,08:43:00,00350,Richmond Hill Centre,43.8401451,-79.4252853,08241224-41,41,Hamilton / Pickering,20241203
20241130-19-19860,23:53:00,23:53:00,01655,Yonge St. @ Norton Ave.,43.7721901,-79.4134216,08241224-19,19,Mississauga / North York,20241130
20241202-56-56441,14:28:00,14:28:00,02647,Trafalgar Rd. @ Dundas St. E.,43.4877993708847,-79.7192931589981,08241224-56,56,Oshawa / Oakville,20241202
20241222-70-70451,14:53:00,14:53:00,00692,Toronto St. N. @ Albert St.,44.1093521,-79.1225128,12240125-70,70,Uxbridge / Mount Joy,20241222
20241228-19-19231,08:55:00,08:55:00,00008,Yonge St. @ Sheppard Ave.,43.7615967,-79.4111938,12240125-19,19,Mississauga / North York,20241228
20241226-47-47391,14:27:00,14:27:00,01007,Main St. W. @ Caroline St. S.,43.2570419,-79.8766251,12240125-47,47,Hamilton / Hwy 407 Terminal,20241226
20241213-32-32351,14:25:00,14:25:00,00013,Finch Bus Terminal,43.7821732,-79.4150925,12240125-32,32,Brampton Trinity Common / North York,20241213
20241205-17-17241,09:07:00,09:07:00,00178,King St. W. @ Dundurn St. N.,43.2622643,-79.8875809,08241224-17,17,Waterloo / Hamilton,20241205
20241129-19-19920,24:51:00,24:51:00,01648,Yonge St. @ Glendora Ave.,43.7586899,-79.4100418,08241224-19,19,Mississauga / North York,20241129
20241227-21-21482,14:54:00,14:54:00,01384,Thomas St. @ Erin Mills Pkwy.,43.5701637,-79.722023,12240125-21,21,Milton,20241227
20241225-LW-1738,22:41:00,22:41:00,BU,Burlington GO,43.341265,-79.809141,12240125-LW,LW,Lakeshore West,20241225
20241211-92-92171,08:50:00,08:50:00,00343,Kingston Rd. @ Church St.,43.8541832,-79.0567474,12240125-92,92,Oshawa / Yorkdale,20241211
20241230-92-92681,20:17:00,20:17:00,02748,Centre St. S. @ Athol St. W.,43.89617,-78.865335,12240125-92,92,Oshawa / Yorkdale,20241230
20241210-17-17350,14:10:00,14:10:00,01008,Main St. W. @ Dundurn St. S.,43.2598228,-79.8895493,12240125-17,17,Waterloo / Hamilton,20241210
20241213-92-92731,20:23:00,20:23:00,00623,Kingston Rd. @ Rougemount Dr.,43.80911,-79.12996,12240125-92,92,Oshawa / Yorkdale,20241213
20241225-52-52810,18:53:00,18:53:00,02021,Yonge St. @ Garden Ave.,43.8384552,-79.4297791,12240125-52,52,Oshawa / Hwy 407 Terminal,20241225
20241206-66-66610,14:40:00,14:40:00,02732,Davis Dr. W. @ Eagle St. W.,44.053908,-79.485428,08241224-66,66,East Gwillimbury / Hwy 407 Terminal,20241206
20241213-33-33601,18:19:00,18:19:00,00930,Queen St. @ Tanners Dr.,43.6406593,-80.0248184,12240125-33,33,Guelph / North York,20241213
20241231-41-41510,16:18:00,16:18:00,00132,Square One,43.5945549,-79.6475983,12240125-41,41,Hamilton / Pickering,20241231
